address,lat,long,zip
6000 FAUNA DRIVE,32.7397563,-117.0662364,92115
6000 FEDERAL BOULEVARD,32.7272547,-117.0680724,92114
6000 FRIARS ROAD,32.7665253,-117.1854473,92108
6000 FULMAR STREET,32.7265392,-117.0680698,92114
6000 GENESEE AVENUE,32.8483092,-117.2038473,92122
6000 HUGHES STREET,32.7459103,-117.0680613,92115
6000 IMPERIAL AVENUE,32.7093886,-117.0679929,92114
6000 KEARNY VILLA ROAD,32.8408248,-117.1279705,92123
6000 LA JOLLA BOULEVARD,32.8198733,-117.2733035,92037
6000 LA JOLLA SCENIC DRIVE,32.8242957,-117.2553637,7800
6000 LA JOLLA VILLAGE DRIVE,32.8750233,-117.2009193,92121
6000 LINDO PASEO ,32.7713951,-117.0695964,92182
6000 LUSK BOULEVARD,32.8970108,-117.1946979,92121
6000 MADRA AVENUE,32.7862244,-117.0541047,3944
6000 MALCOLM DRIVE,32.7532331,-117.0664235,6329
6000 MEADE AVENUE,32.7569798,-117.0686473,5443
6000 MESITA DRIVE,32.7666919,-117.067268,92115
6000 MIRA MESA BOULEVARD,32.8984368,-117.1920827,92121
6000 MIRAMAR ROAD,32.8780119,-117.1822793,92121
6000 MISSION CENTER ROAD,32.7842582,-117.1528945,92123
6000 MISSION GORGE ROAD,32.7835617,-117.099359,92120
6000 MONTEZUMA ROAD,32.7707763,-117.0697494,92115
6000 MOUNT ALIFAN DRIVE,32.8195014,-117.1763392,92111
6000 MT AGUILAR DRIVE,32.8176622,-117.177039,92111
6000 MT ALIFAN DRIVE,32.8195014,-117.1763392,92111
6000 NANCY RIDGE DRIVE,32.8888474,-117.1870579,92121
6000 NAVAJO ROAD,32.8019626,-117.0499368,92120
6000 OTAY MESA ROAD,32.5686069,-117.0033108,92154
6000 PARADISE VALLEY ROAD,32.688841,-117.0641364,92139
6000 PARKSIDE AVENUE,32.6662021,-117.0573643,3724
6000 PONTIAC STREET,32.7685059,-117.0684306,92115
6000 POTOMAC STREET,32.6795915,-117.0629814,92139
6000 RADIO DRIVE,32.7166689,-117.0679458,92114
6000 RANCHO HILLS DRIVE,32.6728392,-117.0603972,92139
6000 RANCHO MISSION ROAD,32.7838657,-117.1107403,92108
6000 REGENTS ROAD,32.8485713,-117.2191892,92122
6000 ROCK ISLAND ROAD,32.681409,-117.0633007,1030
6000 ROCK PLACE,32.751469,-117.0667559,92115
6000 ROCK STREET,32.751052,-117.0666905,6632
6000 SANDY SHORE COURT,32.6849983,-117.063979,1014
6000 SANTO ROAD,32.8398696,-117.0975951,1195
6000 SKYLINE DRIVE,32.7018156,-117.0684902,5531
6000 SOLEDAD MTN ROAD,32.8281918,-117.2425563,7014
6000 STADIUM STREET,32.8496645,-117.213312,92122
6000 STREAMVIEW DRIVE,32.7446207,-117.0669133,92105
6000 THORN STREET,32.7421398,-117.0672068,92105
6000 UNIVERSITY AVENUE,32.7517233,-117.0666008,6330
6000 VILLAGE WAY,32.9620555,-117.1899927,92130
6000 WAVERLY AVENUE,32.8208667,-117.2709179,6729
6000 WUNDERLIN AVENUE,32.714514,-117.0679493,92114
6000 ZURA WAY,32.7736422,-117.0680107,92115
6100 ACORN STREET,32.7596101,-117.066338,4005
6100 ADELAIDE AVENUE,32.7579071,-117.0663363,92115
6100 AKINS AVENUE,32.709848,-117.0667261,92114
6100 ALBEMARLE STREET,32.6777553,-117.0605605,1710
6100 ALLEGHANY STREET,32.6812745,-117.0602121,92139
6100 ALVARADO ROAD,32.7788213,-117.0661811,92120
6100 AROSA STREET,32.765198,-117.0668117,3902
6100 AVE DE LAS VISTAS ,32.5807163,-117.0053803,92154
6100 BALBOA AVENUE,32.8203967,-117.1760625,3106
6100 BENSON AVENUE,32.7051863,-117.0667564,92114
6100 BROADWAY ,32.7158641,-117.0586947,92114
6100 BROOKLYN AVENUE,32.7134523,-117.066415,2422
6100 BUSINESS CENTER COURT,32.5693067,-117.0037661,5604
6100 CALLE MARISELDA ,32.8334966,-117.0974072,92124
6100 CALLE TRES LOMAS ,32.6763506,-117.0558332,92139
6100 CAMINITO BAEZA ,32.8488134,-117.2045608,92122
6100 CARMEL VALLEY ROAD,32.9640574,-117.1888797,1431
6100 CHADWICK AVENUE,32.6691334,-117.0580153,3610
6100 CHANDLER DRIVE,32.8256711,-117.1716705,92117
6100 CHILDS AVENUE,32.6696982,-117.0585526,3612
6100 COLLEGE AVENUE,32.7883693,-117.0654302,92120
6100 COLLEGE GROVE DRIVE,32.7353466,-117.065468,92115
6100 CORNERSTONE COURT,32.8968179,-117.1889687,92121
6100 CUMBERLAND STREET,32.6767719,-117.0603788,2223
6100 DECENA DRIVE,32.785019,-117.0970813,92120
6100 DIVISION STREET,32.6946242,-117.0669168,6803
6100 EL CAJON BOULEVARD,32.7618947,-117.0661859,3914
6100 ERLANGER STREET,32.8508057,-117.1952149,92122
6100 ESTELLE STREET,32.7588304,-117.0663379,5501
6100 ESTRELLE ,32.7588176,-117.0654546,92115
6100 FAIRMOUNT AVENUE,32.7857164,-117.1015149,92120
6100 FEDERAL BOULEVARD,32.7282952,-117.0661554,1303
6100 FENIMORE WAY,32.7846602,-117.0895416,3626
6100 FRIARS ROAD,32.7663356,-117.1836392,1002
6100 GENESEE AVENUE,32.8492853,-117.2041494,92122
6100 IMPERIAL AVENUE,32.7095356,-117.0667472,92114
6100 KANTOR STREET,32.8501108,-117.1933916,92122
6100 LA JOLLA BOULEVARD,32.8216048,-117.2743778,6702
6100 LA JOLLA COLONY DRIVE,32.8492472,-117.2347335,92122
6100 LA JOLLA SCENIC DRIVE,32.8268784,-117.2541517,6346
6100 LAMBDA DRIVE,32.785075,-117.0671398,4616
6100 LINDA VISTA ROAD,32.7714492,-117.1858232,92110
6100 LORCA DRIVE,32.758039,-117.0655919,5538
6100 LUSK BOULEVARD,32.8975326,-117.1952823,92121
6100 MALCOLM DRIVE,32.7541151,-117.0639665,5703
6100 MARINDUSTRY DRIVE,32.8804496,-117.1816675,2570
6100 MARY LANE DRIVE,32.7697714,-117.0682073,92115
6100 MIRA MESA BOULEVARD,32.9002249,-117.1901675,92121
6100 MIRAMAR ROAD,32.8780582,-117.1804061,92121
6100 MISSION CENTER ROAD,32.7845582,-117.1532033,92123
6100 MISSION GORGE ROAD,32.7850022,-117.0977572,92120
6100 MONTEZUM ROAD,32.7707144,-117.0686005,92115
6100 MONTEZUMA ROAD,32.7707144,-117.0686005,92115
6100 MOUNT AGUILAR DRIVE,32.8172711,-117.1763379,2823
6100 MT AGUILAR DRIVE,32.8172711,-117.1763379,2823
6100 MT ALIFAN DRIVE,32.8199042,-117.1761547,92111
6100 NANCY RIDGE DRIVE,32.8888474,-117.1870579,92121
6100 NEWCASTLE PLACE,32.6997489,-117.066829,6727
6100 ORISKANY ROAD,32.6848072,-117.0590953,92139
6100 OTAY MESA ROAD,32.5686917,-117.0011761,92154
6100 PARADISE VALLEY ROAD,32.688952,-117.062952,91950
6100 PARKSIDE AVENUE,32.6658356,-117.0557694,3726
6100 PASTOR TIMOTHY J WINTERS STREET,32.7051863,-117.0667564,92114
6100 PLAZA BOULEVARD,32.6918806,-117.0655901,92114
6100 POTOMAC STREET,32.6796919,-117.0606387,92139
6100 PRINTWOOD WAY,32.8277685,-117.1705019,92117
6100 RADCLIFFE DRIVE,32.8483755,-117.205744,3312
6100 RADIO DRIVE,32.7176867,-117.0666126,92114
6100 RANCHO MISSION ROAD,32.7849477,-117.1104112,92108
6100 REGENTS ROAD,32.8531719,-117.2162018,2245
6100 ROCKHURST DRIVE,32.78389,-117.0683159,4618
6100 ROSE STREET,32.7653167,-117.0657414,92115
6100 SANTO ROAD,32.8405834,-117.0979719,92124
6100 SCHUYLER STREET,32.6787633,-117.0604836,92139
6100 SKYLINE DRIVE,32.7014169,-117.0664983,92114
6100 SOLEDAD MOUNTAIN ROAD,32.8319563,-117.2457991,92037
6100 SORRENTO VALLEY BOULEVARD,32.9181181,-117.1871823,92121
6100 STADIUM STREET,32.8508398,-117.2133716,92122
6100 STREAMVIEW DRIVE,32.7443815,-117.0647099,6914
6100 STRESEMANN STREET,32.8499712,-117.2225747,92122
6100 TAMILYNN STREET,32.8491008,-117.2035797,92122
6100 THORN STREET,32.7423692,-117.0652477,6941
6100 TOOLEY STREET,32.7242143,-117.0667201,1314
6100 TWAIN PARKING GARAGE ,0,0,0
6100 UNIVERSITY AVENUE,32.7529319,-117.0644073,5719
6100 VISTA DE LA MESA ,32.8210356,-117.2756253,6546
6100 WUNDERLIN AVENUE,32.7147969,-117.0663792,92114
6200 ACORN STREET,32.7605874,-117.0641071,92115
6200 AGEE STREET,32.8531675,-117.2008676,92122
6200 AKINS AVENUE,32.7101873,-117.0639801,92114
6200 ALDERLEY STREET,32.7007721,-117.0649694,92114
6200 ALVARADO ROAD,32.7790348,-117.0645673,92120
6200 ANTIGUA BOULEVARD,32.833145,-117.0987105,92124
6200 AVNDA DE LAS VISTAS ,32.5802387,-117.0042499,92154
6200 BALBOA AVENUE,32.8203694,-117.1751942,92111
6200 BEADNELL WAY,32.821149,-117.1746783,92117
6200 BEAUMONT AVENUE,32.8233286,-117.2738113,4860
6200 BOUGAINVILLE ROAD,32.6859647,-117.0567029,92139
6200 BROOKLYN AVENUE,32.7131456,-117.0639853,2720
6200 CALLE MARISELDA ,32.8355801,-117.0965674,92124
6200 CALLE PAVANA ,32.6780251,-117.0561492,92139
6200 CAMINO DE LA COSTA ,32.8209393,-117.2790077,92037
6200 CAMINO RICO ,32.7958387,-117.0616787,92120
6200 CAMTO ARAYA ,32.8512483,-117.204121,92122
6200 CANYON BLUFF COURT,32.9164778,-117.1852406,4380
6200 CAPRI DRIVE,32.7820781,-117.0654398,4633
6200 CARDENO DRIVE,32.827827,-117.2479269,6924
6200 CARMEL VALLEY ROAD,32.9650774,-117.1854154,92130
6200 CHADWICK AVENUE,32.6697922,-117.0555694,3709
6200 CHANDLER DRIVE,32.8253924,-117.171058,92117
6200 CHARING STREET,32.8217921,-117.1700483,5114
6200 CHRISMARK AVENUE,32.7892462,-117.0667756,92120
6200 COLLEGE AVENUE,32.7893669,-117.0657655,92120
6200 COLLEGE GROVE ,32.7359083,-117.0615467,92115
6200 COLLEGE GROVE DRIVE,32.7359083,-117.0615467,92115
6200 COLLEGE GROVE WAY,32.7378069,-117.0576512,92115
6200 COZZENS STREET,32.8526022,-117.198828,92122
6200 CRAWFORD STREET,32.7876729,-117.0938938,3510
6200 DEL CERRO BOULEVARD,32.782907,-117.0659872,4604
6200 DIVISION STREET,32.6950365,-117.0646666,92114
6200 DOROTHY DRIVE,32.7694268,-117.0661001,92115
6200 E LAKE DRIVE,32.7926908,-117.0067763,3515
6200 EAST LAKE DRIVE,32.7926908,-117.0067763,3515
6200 EL CAJON BOULEVARD,32.763221,-117.0641861,3916
6200 FEDERAL BOULEVARD,32.729256,-117.0637625,1403
6200 FRIARS ROAD,32.766543,-117.1826549,92108
6200 GENESEE AVENUE,32.8501819,-117.2040984,92122
6200 GREENWICH DRIVE,32.8517669,-117.1820908,5913
6200 HOBART STREET,32.7666034,-117.064985,92115
6200 HOLABIRD STREET,32.7876935,-117.0958216,92120
6200 IMPERIAL AVENUE,32.7098827,-117.0639575,92114
6200 JACKSON DRIVE,32.7910395,-117.0178505,91942
6200 JEFF STREET,32.7506242,-117.0625349,92115
6200 KANTOR STREET,32.851044,-117.192741,92122
6200 LA JOLLA BOULEVARD,32.8231206,-117.2753368,6703
6200 LA JOLLA SCENIC S DRIVE,32.8274535,-117.2543234,92037
6200 LAKE APOPKA PLACE,32.7917677,-117.0087023,3521
6200 LAKE ARAGO AVENUE,32.7917761,-117.0123357,3505
6200 LAKE ARROWHEAD DRIVE,32.791759,-117.0107792,3509
6200 LAKE SHORE DRIVE,32.792131,-117.0368388,92119
6200 LAMBDA DRIVE,32.7849053,-117.0660254,4616
6200 LINDA VISTA ROAD,32.7733503,-117.1809047,92110
6200 LORCA DRIVE,32.7582564,-117.063196,5506
6200 LUSK BOULEVARD,32.9001791,-117.1958254,92121
6200 MADELINE STREET,32.7596497,-117.064511,5624
6200 MADRA AVENUE,32.7916864,-117.0550374,92120
6200 MALCOLM DRIVE,32.7543882,-117.0624476,5704
6200 MARINDUSTRY DRIVE,32.8805415,-117.1807283,92121
6200 MARY LANE DRIVE,32.7701044,-117.0664088,92115
6200 MERCER STREET,32.8525896,-117.210289,2907
6200 MIRA MESA BOULEVARD,32.9035336,-117.1842975,92121
6200 MIRAMAR ROAD,32.8782172,-117.1797003,2546
6200 MISSION GORGE ROAD,32.7876923,-117.0977291,3506
6200 MONTEZUMA ROAD,32.7709233,-117.0654129,92115
6200 MT AGUILAR DRIVE,32.8171019,-117.1754155,92111
6200 OTAY MESA ROAD,32.5687031,-116.9989923,92154
6200 PARKSIDE AVENUE,32.6666473,-117.052568,3728
6200 PERIQUE STREET,32.7479184,-117.0628751,92115
6200 PONTIAC STREET,32.768745,-117.066122,92115
6200 PROGRESSIVE AVENUE,32.5710377,-117.0026597,92154
6200 RADIO DRIVE,32.7198612,-117.0641491,92114
6200 RANCHO DIEGUENO ROAD,32.9836623,-117.1850675,4412
6200 RANCHO HILLS DRIVE,32.6719347,-117.0564035,2208
6200 RANCHO MISSION ROAD,32.7854196,-117.1104039,92108
6200 ROSE STREET,32.7651726,-117.0653767,92115
6200 SANTO ROAD,32.8409201,-117.0974017,92124
6200 SCIMITAR DRIVE,32.7158668,-117.0625501,92114
6200 SEASCAPE DRIVE,32.673836,-117.056458,2209
6200 SEQUENCE DRIVE,32.9035012,-117.1845436,92121
6200 SKYLINE DRIVE,32.7022634,-117.063407,92114
6200 SOLEDAD MOUNTAIN ROAD,32.8343216,-117.2467477,92037
6200 SOLEDAD MTN ROAD,32.8343216,-117.2467477,92037
6200 SORRENTO VALLEY BOULEVARD,32.9183853,-117.1859602,92121
6200 STANLEY AVENUE,32.7614327,-117.0641131,4015
6200 STREAMVIEW DRIVE,32.7443348,-117.0628114,6915
6200 TARRAGONA DRIVE,32.7554182,-117.0630342,5516
6200 THORN STREET,32.7422144,-117.0629035,6945
6200 TOOLEY STREET,32.7248384,-117.0640354,1418
6200 TWIN LAKE DRIVE,32.7910975,-117.0336996,4315
6200 UNIVERSITY AVENUE,32.7536086,-117.062188,5706
6200 VARNEY DRIVE,32.6956103,-117.0648723,92114
6200 WENRICH DRIVE,32.7885523,-117.0684816,3737
6300 49TH STREET,32.7880151,-117.0880758,92120
6300 50TH STREET,32.7872599,-117.0863339,2702
6300 AKINS AVENUE,32.7103572,-117.062556,2737
6300 ALVARADO COURT,32.7785557,-117.0621621,92120
6300 ALVARADO ROAD,32.7788573,-117.06288,92120
6300 ANTIGUA BOULEVARD,32.8361992,-117.0933141,92124
6300 AUTUMN GOLD WAY,32.9652951,-117.1812228,92130
6300 AVENIDA DE LAS VISTAS ,32.5801365,-117.0034054,92154
6300 BALBOA AVENUE,32.8205807,-117.174311,92111
6300 BEADNELL WAY,32.8212027,-117.1736733,92117
6300 BENSON AVENUE,32.7053796,-117.0629137,4205
6300 BIRCHWOOD STREET,32.7874676,-117.0835999,2802
6300 BOUGAINVILLE ROAD,32.6858526,-117.0560051,1133
6300 BROADWAY ,32.7158641,-117.0586947,92114
6300 BROOKLYN AVENUE,32.713147,-117.0625524,2724
6300 CALLE PAVANA ,32.680898,-117.0546057,2332
6300 CAM CORTO ,32.7988858946898,-117.058743719134,0
6300 CAM COSTANERO ,32.76955,-117.1815782,92111
6300 CAMTO SALADO ,32.7725686900077,-117.182217146121,0
6300 CARMEL VALLEY ROAD,32.9650774,-117.1854154,92130
6300 CASTEJON DRIVE,32.8294801,-117.2490858,6931
6300 CELIA VISTA DRIVE,32.7518243,-117.0617373,6730
6300 CLYDE AVENUE,32.6735906,-117.0531876,2311
6300 COLLEGE AVENUE,32.7924699,-117.0668096,92120
6300 COLLEGE GROVE DRIVE,32.7365442,-117.0600228,92115
6300 COLLEGE GROVE WAY,32.7388141,-117.0589785,92115
6300 COWLES MOUNTAIN BOULEVARD,32.795454,-117.0281127,92119
6300 COWLES MTN BOULEVARD,32.795454,-117.0281127,92119
6300 CRAWFORD STREET,32.7887745,-117.0938766,2510
6300 CYPRESS POINT ROAD,32.7913524,-117.0570269,92120
6300 DEL CERRO BOULEVARD,32.7835087,-117.0617039,4703
6300 DINAMICA WAY,32.7887609,-117.181625,92111
6300 DIVISION STREET,32.6938493,-117.0630898,92114
6300 DOWLING DRIVE,32.8250005,-117.2751502,6604
6300 EL CAJON BOULEVARD,32.7636915,-117.0631853,2641
6300 EL CAM DEL TEATRO ,32.8291909651364,-117.262064190153,93422
6300 ELSBERRY STREET,32.6905998,-117.062826,92114
6300 ESTRELLA AVENUE,32.7871681,-117.0895486,3635
6300 FEDERAL BOULEVARD,32.7294532,-117.0633564,1403
6300 FRIARS ROAD,32.7665411,-117.1800006,92108
6300 GENESEE AVENUE,32.8522973,-117.203991,3421
6300 GLENMONT STREET,32.7807477,-117.0625065,92120
6300 GOLDEN LILY WAY,32.9709858,-117.1855818,92130
6300 GREENWICH DRIVE,32.8519921,-117.1821152,92122
6300 GULLSTRAND STREET,32.8520252,-117.1912828,3836
6300 IMPERIAL AVENUE,32.7100685,-117.0623821,92114
6300 INMAN STREET,32.7899713,-117.1815781,5904
6300 JEFF STREET,32.7506929,-117.0607492,92115
6300 JUDY MCCARTY WAY,0,0,0
6300 KEARNY VILLA ROAD,32.8451123,-117.126827,92123
6300 KIMMY COURT,32.7038927,-117.0631492,5628
6300 LA JOLLA BOULEVARD,32.8240004,-117.2758725,92037
6300 LA JOLLA COLONY DRIVE,32.853107,-117.2320497,92122
6300 LAKE ALTURAS AVENUE,32.7931079,-117.0168707,92119
6300 LAKE ARAGO AVENUE,32.7949178,-117.0133797,3427
6300 LAKE ATHABASKA PLACE,32.7943022,-117.0094185,92119
6300 LAKE BADIN AVENUE,32.794924,-117.0236364,3137
6300 LAKE LEVEN DRIVE,32.7942184,-117.0336345,3028
6300 LINDA VISTA ROAD,32.7729397,-117.1800776,92110
6300 LISIEUX TERRACE,32.7919956,-117.0652948,92120
6300 LOLLY LANE,32.704597,-117.063368,92114
6300 LORCA DRIVE,32.757061,-117.0612349,5509
6300 LUSK BOULEVARD,32.9011728,-117.1964744,2730
6300 MALCOLM DRIVE,32.7550167,-117.0602706,5838
6300 MALLARD STREET,32.7295145,-117.062194,1431
6300 MIRA MESA BOULEVARD,32.9046254,-117.1825458,92121
6300 MIRAMAR ROAD,32.8781708,-117.1786855,2546
6300 MISSION CENTER ROAD,32.7850574,-117.153141,92123
6300 MISSION GORGE ROAD,32.7887616,-117.0977206,2503
6300 MONTEZUMA ROAD,32.7704745,-117.0644348,1404
6300 MOUNT AINSWORTH WAY,32.8156548,-117.1742462,3221
6300 MT ADA ROAD,32.8195716,-117.1744475,92111
6300 MT AGUILAR DRIVE,32.8173226,-117.1744052,92111
6300 MURPHY CANYON ROAD,32.8330184,-117.1211605,92123
6300 ORRCUTT STREET,32.7898955,-117.0815554,92120
6300 OSLER STREET,32.7915452,-117.1818425,92111
6300 OTAY MESA ROAD,32.5683072,-116.996825,92154
6300 PARKSIDE AVENUE,32.667827,-117.0505004,92139
6300 PLAZA BOULEVARD,32.6933975,-117.0630292,7000
6300 POTOMAC STREET,32.6802936,-117.0558973,92139
6300 QUILLAN STREET,32.7898614,-117.1815955,5917
6300 RADIO DRIVE,32.721143,-117.0624865,92114
6300 RANCHO MISSION ROAD,32.7857852,-117.1103536,92108
6300 REFLECTION DRIVE,32.790579,-117.1104802,92124
6300 REGENTS ROAD,32.8541856,-117.2165633,92122
6300 RHOADES COURT,32.6729417,-117.0528618,2324
6300 RIDGE MANOR AVENUE,32.7912152,-117.0558476,3830
6300 RIVERDALE STREET,32.7889687,-117.0997522,92120
6300 SANTO ROAD,32.8416063,-117.0973741,92124
6300 SCENIC DRIVE,32.8413035,-117.1589389,92111
6300 SCIMITAR DRIVE,32.717459,-117.0626288,2501
6300 SEASCAPE DRIVE,32.6743851,-117.0545967,3743
6300 SEQUENCE DRIVE,32.9054447,-117.185328,92121
6300 SKYLINE DRIVE,32.7013448,-117.0624286,5622
6300 SORRENTO VALLEY BOULEVARD,32.9183524,-117.184929,92121
6300 STANLEY AVENUE,32.7617084,-117.0626267,92115
6300 STREAMVIEW DRIVE,32.7444088,-117.0610978,6937
6300 SULLIVAN AVENUE,32.7070452,-117.0614503,92114
6300 THORNWOOD STREET,32.8107279,-117.1759736,92111
6300 TOOLEY STREET,32.725197,-117.0624864,1420
6300 TRIANA STREET,32.8294386,-117.1757449,92117
6300 UNIVERSITY AVENUE,32.7542686,-117.0599499,5813
6300 VARNEY DRIVE,32.6960281,-117.0620084,7031
6300 VIEWPOINT COURT,32.6789651,-117.0525425,2436
6400 AKINS AVENUE,32.7107079,-117.0597671,92114
6400 ALVARADO ROAD,32.7783988,-117.0614797,92120
6400 AMBROSIA DRIVE,32.7912648,-117.1092305,92124
6400 ANTIGUA BOULEVARD,32.8364821,-117.0921436,92124
6400 BALBOA AVENUE,32.8203571,-117.1734374,92117
6400 BEADNELL WAY,32.8212089,-117.1729579,92117
6400 BOUGAINVILLE ROAD,32.6863272,-117.0553288,1135
6400 BROADWAY ,32.7158641,-117.0586947,92114
6400 BRYNWOOD WAY,32.7926125,-117.0585121,3806
6400 BULLOCK DRIVE,32.6920417,-117.0597543,92114
6400 CAM DE LA COSTA ,32.5441652,-117.0329407,92173
6400 CAMTO BLYTHEFIELD ,32.8321118542151,-117.245394332626,0
6400 CAMTO ESTRELLADO ,32.7954501,-117.0637825,92120
6400 CARDENO DRIVE,32.8315305,-117.2480447,92037
6400 CARTHAGE STREET,32.7886979,-117.082805,92120
6400 CHANDLER DRIVE,32.8247411,-117.169614,92117
6400 CIBOLA ROAD,32.8041396,-117.053921,2126
6400 CLEO STREET,32.7754157,-117.0606181,1523
6400 COLLEGE AVENUE,32.7936034,-117.0676434,92120
6400 COLLEGE DROVE DRIVE,32.7382181,-117.0582734,92115
6400 COLLEGE GROVE DRIVE,32.7382181,-117.0582734,92115
6400 CONVOY COURT,32.8350409,-117.1690993,92117
6400 COWLES MTN BOULEVARD,32.7979421,-117.0268614,3112
6400 CRAWFORD STREET,32.7898003,-117.0938746,92120
6400 CYPRESS MEADOWS TRAIL,32.9715684,-117.1824548,92130
6400 DEL CERRO BOULEVARD,32.7828886,-117.0592254,4804
6400 EAST LAKE DRIVE,32.7975533,-117.006609,92119
6400 EDMONTON AVENUE,32.8546005,-117.2016744,2513
6400 EL CAJON BOULEVARD,32.764923,-117.0609072,92115
6400 ELMCREST DRIVE,32.7936108,-117.0459934,2925
6400 GARBER AVENUE,32.6692785,-117.0497133,3811
6400 GENESEE AVENUE,32.8546797,-117.2046772,92122
6400 GROSS STREET,32.6745346,-117.0524663,2319
6400 HILLGROVE DRIVE,32.7834896,-117.0588018,92120
6400 HUTTON AVENUE,32.672021,-117.0496342,2419
6400 IMPERIAL AVENUE,32.7103413,-117.0601379,92114
6400 LA JOLLA BOULEVARD,32.825387,-117.2764994,92037
6400 LA JOLLA COLONY DRIVE,32.8546002,-117.2297984,92122
6400 LA JOLLA SCENIC DRIVE,32.831223,-117.2529987,6445
6400 LA JOLLA SCENIC S DRIVE,32.831223,-117.2529987,6445
6400 LAKE ARROWHEAD DRIVE,32.7965037,-117.0100928,92119
6400 LAKE ATLIN AVENUE,32.7968235,-117.0134018,3207
6400 LAKE SHORE DRIVE,32.7979964,-117.0349067,2528
6400 LANSTON STREET,32.7870866,-117.1785817,6516
6400 LINDA VISTA ROAD,32.7715751,-117.1797396,7320
6400 LOCKFORD AVENUE,32.6703607,-117.0497434,2430
6400 LUSK BOULEVARD,32.9010274,-117.2039787,92121
6400 MADRONE AVENUE,32.7092437,-117.0594584,92114
6400 MALLARD STREET,32.7294934,-117.0604974,1534
6400 MARINDUSTRY DRIVE,32.8805564,-117.1777806,92121
6400 MIRA MESA BOULEVARD,32.9056738,-117.1808215,92121
6400 MIRAMAR ROAD,32.8785083,-117.1750646,92121
6400 MISSION GORGE ROAD,32.7898199,-117.0977073,92120
6400 MONTEZUMA ROAD,32.7702351,-117.06177,92115
6400 MOUNT AGUILAR DRIVE,32.8173008,-117.1732903,92111
6400 MUIRLANDS DRIVE,32.829372,-117.261726,6309
6400 NANCY RIDGE DRIVE,32.8871378,-117.1829492,92121
6400 NAVAJO ROAD,32.8019626,-117.0499368,92120
6400 NORMAN LANE,32.7857806,-117.0564649,92120
6400 OAKRIDGE ROAD,32.8026193,-117.0562494,92120
6400 OSLER STREET,32.7923339,-117.1797194,92111
6400 OTAY MESA ROAD,32.5684509,-116.9954221,92154
6400 PARADISE VALLEY ROAD,32.6890844,-117.0583218,92139
6400 PARK RIDGE BOULEVARD,32.7937459,-117.050646,92120
6400 PARKSIDE AVENUE,32.6697858,-117.0492757,3825
6400 PASTOR TIMOTHY J WINTERS STREET,32.7051392,-117.0603939,92114
6400 PITTSBURGH AVENUE,32.6975106,-117.0600949,92114
6400 PLAZA BOULEVARD,32.694495,-117.0618757,7000
6400 PLAZA CUERNAVACA ,32.6963481,-117.0570955,7088
6400 POTOMAC STREET,32.68261,-117.054047,1109
6400 QUILLAN STREET,32.7916271,-117.1796639,5919
6400 RADIO DRIVE,32.7220694,-117.0600432,92114
6400 RANCHO MISSION ROAD,32.7888198,-117.108602,92108
6400 REFLECTION DRIVE,32.7912536,-117.109217,92124
6400 RIVERDALE STREET,32.7898239,-117.0996144,92120
6400 S SCRANTON RD LOT ,32.8900686,-117.2011058,92121
6400 SAINT THERESE WAY,32.7939599,-117.0662147,3099
6400 SCENIC DRIVE,32.8413035,-117.1589389,92111
6400 SEQUENCE DRIVE,32.9096002,-117.1829887,92121
6400 SHANE PLACE,32.7731948,-117.0599979,1546
6400 SKYLINE DRIVE,32.701329,-117.0608663,5618
6400 SOLEDAD MTN ROAD,32.8350438,-117.2468665,92037
6400 SOLITA AVENUE,32.7637637,-117.0598965,92115
6400 SULLIVAN AVENUE,32.7072698,-117.059738,92114
6400 THORN STREET,32.7422823,-117.0583932,92115
6400 UNIVERSITY AVENUE,32.7547432,-117.0583095,5807
6400 VIA ALISO TRAIL,32.9731105,-117.1789119,92130
6400 VIEWPOINT DRIVE,32.6776925,-117.0518884,92139
6400 WANDERMERE DRIVE,32.79349,-117.0578822,3215
6400 WEATHERS PLACE,32.9046253,-117.1793986,92121
6500 51ST STREET,32.791255,-117.0842041,2712
6500 AKINS AVENUE,32.7109166,-117.0580908,2812
6500 ALVARADO COURT,32.7770775,-117.0621601,4902
6500 ALVARADO ROAD,32.7780103,-117.0600691,92120
6500 AMBROSIA DRIVE,32.7931568,-117.1091907,92124
6500 ARIROSO AVENUE,32.7788448,-117.0599062,92120
6500 ARUNDEL PLACE,32.8254994,-117.1681346,4212
6500 BALBOA AVENUE,32.8205368,-117.172429,92117
6500 BEADNELL WAY,32.8212082,-117.1726142,92117
6500 BELL BLUFF AVENUE,32.8163787,-117.0562085,92119
6500 BISBY LAKE AVENUE,32.8003154,-117.0142282,92119
6500 BLUEFIELD PLACE,32.7949549,-117.0562292,3210
6500 BOUGAINVILLE ROAD,32.6864304,-117.0539678,92139
6500 BROADWAY ,32.7158641,-117.0586947,92114
6500 BULLOCK DRIVE,32.6928853,-117.0577971,7007
6500 CARMEL VALLEY ROAD,32.9685364,-117.1776094,92130
6500 CIBOLA ROAD,32.8053775,-117.0541339,2126
6500 CLAIREMONT MESA BOULEVARD,32.8333962,-117.1689864,92111
6500 COLLEGE AVENUE,32.7936034,-117.0676434,92120
6500 COLLEGE GROVE DRIVE,32.7408807,-117.057206,92115
6500 DEL CERRO BOULEVARD,32.7816112,-117.0573392,4804
6500 DWANE AVENUE,32.7861922,-117.0540856,3927
